example_id,thread_id,text,context,following_brand_response,label_status,human_editable_intent,human_editable_escalation,escalation_reason,intent,should_escalate_auto,text_length,thread_depth,historical_precedent_quality
gold_0090,2974439,@AppleSupport my iMessage not working,,@820329 We'd like to know more to help. Are you having an issue activating or sending and receiving an iMessage? Let us know and confirm the device this occurs on and we'll continue.,auto_labeled,connectivity_network_services,False,,connectivity_network_services,False,37,6,actionable
gold_0091,2790665,Received an email from @AppleSupport stating my account is locked and I need to log in to verify my password. https://t.co/JAn5qukhkv,,@712562 We're happy to help. This article here can explain potential phishing attempts: https://t.co/UmPh98sRKr,auto_labeled,apple_id_account,True,security,apple_id_account,True,133,2,actionable
gold_0092,1999548,i️ need answers @115858 @123765 @115996 @12899 https://t.co/OcmJyapq2a,,"@591223 Let's look into this together. Send us a DM, and let us know the model of iPhone, and version of iOS that you're using. https://t.co/GDrqU22YpT",auto_labeled,general_support_other,False,,general_support_other,False,70,2,dm_escalation
gold_0093,1697347,GET YOUR SHIT TOGETHER IM SICK OF THE I️ @115858,,@514854 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,auto_labeled,general_support_other,True,angry/frustrated,general_support_other,True,48,2,actionable
gold_0094,644947,"@AppleSupport Yes , i maximum and minimum volume but no sound changes occur and this problem occurs when video call use speaker , this happens after ios 11,   I flash downgrade 11.0.3 - 11.1.2 but nothing changes and I have restarted but nothing changes. @AppleSupport",,@273071 Is this happening when using FaceTime or other applications to make video calls?  Let us know in DM. https://t.co/GDrqU22YpT,auto_labeled,app_store_problems,False,,app_store_problems,False,268,5,actionable
gold_0095,546641,"This IOS update has killed my phone, my battery life is shocking thanks to it and only lasts a couple of hours from a full charge instead of a whole day @115858 pissed offffffffff... 🤬😩",,@247117 We'd be happy to look into this with you. Can you tell us which version of iOS you're currently using?,auto_labeled,battery_charging_power,True,angry/frustrated,battery_charging_power,True,185,4,low_quality
gold_0096,2506701,"Hi @AppleSupport and @233306 i have a hue bridge and an aptv4. With my iphone 5s, i had no pb to use siri and homekit out of wifi but that is not the case with my new iPhone X. Any tips so I could use siri to ctrl my lights out of wifi again? Thx in advance.",,@714727 We'd like to look into this with you. Send us a DM by clicking on the link below. We'll continue there. https://t.co/GDrqU22YpT,auto_labeled,connectivity_network_services,True,repeated,connectivity_network_services,True,258,2,actionable
gold_0097,1748920,Just updated my iPhone. Wifi essentially dropped. Was not having this issue yesterday @AppleSupport @115858. Cannot even load one full page,,"@527158 We want you to stay connected with your iPhone, without worrying about network issues. Are you able to connect to Wi-Fi at all?",auto_labeled,connectivity_network_services,False,,connectivity_network_services,False,139,2,low_quality
gold_0098,2565681,@AppleSupport Yo I tried calling you about two weeks ago to reset my Apple ID. I can’t use account verification on it because the trusted number is my ex’s. We broke up and not talkin My iCloud has photos of my grandma that just passed and I’m tired of messing with y’all. Wat do,,@727895 We're here to help. We recommend contacting our Account Security team for further assistance with your Apple ID:  https://t.co/UJm15vmMM2,auto_labeled,apple_id_account,False,,apple_id_account,False,279,2,acknowledgement_only
gold_0099,2903763,@AppleSupport please check dm,,"@721441 We've received your DM, and we'll continue there.",auto_labeled,app_store_problems,False,,app_store_problems,False,29,2,dm_escalation
gold_0100,898643,Does anyone know what’s going on with iTunes?! @AppleSupport @115948 @115858,,@333383 We're happy to help you out today. What's happening with your iTunes and on which device?,auto_labeled,app_store_problems,False,,app_store_problems,False,76,12,low_quality
gold_0101,2507385,@115858 hey how come my playlist isn’t playing. I updated my payment and everything,,"@526776 We know listening to your music is important. Meet us in DM, tell us which country you're in, and some details about when this issue began. We'll go from there. https://t.co/GDrqU22YpT",auto_labeled,payments_purchases_billing,False,,payments_purchases_billing,False,83,4,actionable
gold_0102,930083,@AppleSupport is there any way to check the battery health on my iPhone? I’m getting very poor battery life recently,,"@340669 Hey there, thanks for reaching out. We'd be happy to look into this with you. Meet us in DM and we will get started. https://t.co/GDrqU22YpT",auto_labeled,battery_charging_power,False,,battery_charging_power,False,116,2,next_step
gold_0103,2444131,@AppleSupport can you fix this question mark glitch already my tweet looks stupid,,@700818 Let's help take a look with you. Can you tell us the version of iOS you're running in Settings &gt; General &gt; About? That will help us take a look at a few options for you.,auto_labeled,app_store_problems,False,,app_store_problems,False,81,4,low_quality
gold_0104,2398040,@AppleSupport @115858 how do i view a digital booklet for an album I’ve purchased through my phone 😡😡😡,,@690141 This article shows how to do that from any device: https://t.co/SSudNNeoTz,auto_labeled,payments_purchases_billing,False,,payments_purchases_billing,False,102,2,actionable
gold_0105,2673456,@115858 #ios11 has serious issues. 1. Whatsapp text bar keeps jumping all over the screen. 2. Sms text has issues and many more. #jassisays,,@752648 We'd like to hear more about what's going on. DM us more about the text issues you're experiencing. https://t.co/GDrqU22YpT,auto_labeled,connectivity_network_services,True,repeated,connectivity_network_services,True,139,3,dm_escalation
gold_0106,1386749,"@115858 worst update ever, ios11😡😡😡😡 its effing awful, drains battery, horrible layout, choppy, who came up with this??",,@442680 We'd love to see what we can do to help with your device. Send us a DM and let us know which iPhone model you use to start. https://t.co/GDrqU22YpT,auto_labeled,battery_charging_power,True,angry/frustrated,battery_charging_power,True,119,4,dm_escalation
gold_0107,1895686,@115858 the 11.0.3 update to iOS is making my iPhone 6 useless! Super laggy on every aspect! #IOS11TH,,@565026 Having a reliable iPhone is important! Let us help you with yours. DM us which iPhone you have to proceed. https://t.co/GDrqU22YpT,auto_labeled,software_update_problems,False,,software_update_problems,False,101,2,dm_escalation
gold_0108,1026228,Dear @115858 I have a fraud concern regarding my Apple ID. Who should I contact?,,@362816 We'd like to help. Let's meet in DM with the details of your concern.. https://t.co/GDrqU22YpT,auto_labeled,apple_id_account,True,security,apple_id_account,True,80,3,low_quality
gold_0109,1469345,"@115858 iPhone 6 dropping WiFi intermittently and always on locked screen since iOS 11 - fix it please, SO irritating!",[brand]: @461036 Have you updated to iOS 11.1 yet? https://t.co/80YRnjDFDk Send us a DM and let us know. http,,auto_labeled,apple_id_account,False,,apple_id_account,False,118,2,actionable
gold_0110,2398091,@690156 @115858 @115890 I may have to. It sucks bc I am 100% Apple girl all the way and have spent A LOT of money with them. Now there is a pop up asking for my confidential information?! I am so mad right now,,@189924 We'd like to help. We want you to have a good experience with your devices. Send us a DM and we can look into this together. https://t.co/GDrqU22YpT,auto_labeled,payments_purchases_billing,True,angry/frustrated,payments_purchases_billing,True,209,2,dm_escalation
gold_0111,1654573,"@115858 You guys planning to fix the new bug that’s causing iPhones to automatically put “I️” as ""A[?]"" ios11 has been ridiculous.🐜 #bugcity",,@504981 Thanks for reaching out. We have a workaround for this here: https://t.co/uQeXsrrlXJ DM us if you still need help.,auto_labeled,software_update_problems,True,angry/frustrated,software_update_problems,True,140,2,dm_escalation
gold_0112,932094,"Regretting trying the MacOS public beta. It's unbearably slow, spinning wheels, input lag, freezing, and resets every time I open up. @115858, you're losing me. Please do better. @AppleSupport",,@341101 This is certainly not the behavior we want you to experience. Could you DM and we can begin from there? https://t.co/GDrqU22YpT,auto_labeled,app_store_problems,False,,app_store_problems,False,192,2,low_quality
gold_0113,2398099,@AppleSupport @115948 let me make y’all some breakfast on my phone tomorrow morning since this shit get hotter than a stove itself yea ?,,@690158 We're here for you. Send us a DM and tell us when you first started noticing this issue. We'll take it from there. https://t.co/GDrqU22YpT,auto_labeled,app_store_problems,True,angry/frustrated,app_store_problems,True,136,2,next_step
gold_0114,2549095,Dear @115858 these elements are impossible to interact with. They're too close together I end up tapping the wrong one https://t.co/1wtkAZEf81,,@724291 These tips may help out: https://t.co/vodH4madjc  Let us know if the deep touch helps.,auto_labeled,app_store_problems,False,,app_store_problems,False,142,3,low_quality
gold_0115,1697595,@AppleSupport why can’t I️ type the I️ 😐,,@514934 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,auto_labeled,app_store_problems,False,,app_store_problems,False,40,2,actionable
gold_0116,362487,#iOS 11.0.2 is again a fucked up update. Nothing works. The phone keeps vibrating without any notifications. @115858 please fix this.,,@201853 We'd be happy to help. Send us a DM and we can start there. https://t.co/GDrqU22YpT,auto_labeled,software_update_problems,True,angry/frustrated,software_update_problems,True,133,2,dm_escalation
gold_0117,23137,come on @115858 you guys removed the option to leave a group conversation! ugh!! 🤦🏽‍♀️ please bring that option back ASAP  @AppleSupport  #ios1112 #iphoneX #overit,,"@121039 Thanks for reaching out. You can still leave a group text if you're using iMessage. If any users are not using iMessage, you can then mute the notifications. This article explains in more detail: https://t.co/zdkcAVkpSV
We're here if you have any questions.",auto_labeled,app_store_problems,False,,app_store_problems,False,163,6,low_quality
gold_0118,2907929,@AppleSupport I’m still in debt for 3 albums I didn’t order so now I’m about to be charged for an Eminem album. cancel my fucking pending things please! I know you can. u just don’t want too.,,"@703147 For best assistance with canceling any pre-orders, please reach out to our iTunes Advisors here: https://t.co/SDIe7UiyJN",auto_labeled,battery_charging_power,True,angry/frustrated,battery_charging_power,True,191,2,low_quality
gold_0119,242480,@115858 why won’t my alarm go off when my phone is on silent? Volume is up at the highest but it makes no noise at all when its going off,,@173598 We want to know more about this. Does this happen with all alarms on your iPhone? Does it go off with your volume on?,auto_labeled,general_support_other,False,,general_support_other,False,137,4,actionable
gold_0120,1588143,"@AppleSupport hi, upgraded my phone yesterday and my #AppleWatch data seems a bit flawed. Was at 14 hours but reads 11/12 actually shows 12 https://t.co/fXlDJYfQLe",,@488444 We're happy to help out. Is this the first time this has happened?,auto_labeled,connectivity_network_services,False,,connectivity_network_services,False,163,4,dm_escalation
gold_0121,1006092,@AppleSupport I just had a strange behaviour with FaceTime. I was calling someone from my Addr. Book and someone else was getting the call!,,"@358116 We'd be happy to take a closer look at this with you. Send us a DM, and we'll continue from there. https://t.co/GDrqU22YpT",auto_labeled,connectivity_network_services,False,,connectivity_network_services,False,139,2,dm_escalation
gold_0122,1869376,This new update on the iphone is pony!! Now my phone wont bloody connect to my bluetooth in my car 🤷🏻‍♀️ @AppleSupport,,@558352 We're here to help. Which iPhone and iOS version are you running?,auto_labeled,connectivity_network_services,False,,connectivity_network_services,False,118,13,low_quality
gold_0123,1869422,"Ugh!! @AppleSupport , absolutely no help in sorting my sync issues out and chats kept disconnecting!!",,@558366 We are sorry your chat disconnected. We would be glad to help. What issues are you having? Let us know in DM. https://t.co/GDrqU22YpT,auto_labeled,connectivity_network_services,False,,connectivity_network_services,False,101,2,acknowledgement_only
gold_0124,1578483,@AppleSupport Any idea when new applicants can join the Upgrade Program UK? It’s really frustrating being told to ‘come back’ constantly🙄😒,,@486129 It's best to check back using the link or phone number at the bottom of this page: https://t.co/R7xsI7y3MD,auto_labeled,app_store_problems,False,,app_store_problems,False,138,2,low_quality
gold_0125,1185291,@AppleSupport But the problem is still there,,@398705 We'll do what we can to help you. Did you restore as new or use a backup?,auto_labeled,app_store_problems,True,repeated,app_store_problems,True,44,4,actionable
gold_0126,1773717,"I never believed the “previous iPhones no longer working when a new iPhone comes out” bc it just looked like a coincidence or whatever y’know, but I’ve literally had to reset my phone 18 times in the last 24 hours bc apps stop working and it just keeps freezing so fuck u @115858",,@533084 We'd like to see what we can do to assist. What version of iOS are you currently running on your iPhone? Are all apps fully updated?,auto_labeled,app_store_problems,True,angry/frustrated,app_store_problems,True,279,2,actionable
gold_0127,2688223,the new iOS update gave me the blue screen of death.... i want my money back @AppleSupport,,"@755870 Thanks for reaching out, we are happy to help. Check out the section titled, ""If your device turns on but gets stuck during start up"" in the following article, it'll get you started: https://t.co/8MvHMFZ83h Then let us know how it went.",auto_labeled,payments_purchases_billing,False,,payments_purchases_billing,False,90,2,actionable
gold_0128,750082,@AppleSupport ever since i updated to ios 11.0.3 my phone has been working absolute shit and now i can’t hear people when they call,,@299299 Have you tried these steps?: https://t.co/XlmCP2gCtj and https://t.co/rDJwu6CX24 Still not working? DM us. https://t.co/GDrqU22YpT,auto_labeled,app_store_problems,True,angry/frustrated,app_store_problems,True,131,6,low_quality
gold_0129,903274,@AppleSupport disappointed with iOS 11. Performance has degraded on my iPhone 7 and battery is draining a lot faster :(,,@334439 We'd love to investigate this with you.  Which specific iOS version are you using currently?  Please DM and let us know. https://t.co/GDrqU22YpT,auto_labeled,battery_charging_power,False,,battery_charging_power,False,119,2,next_step
gold_0130,2957137,Got my MacBook screen fixed a few weeks ago and it’s already broken again. The fuck @115858 🙃 https://t.co/w9HmP6sZAG,,@816269 Let's look into this for you. Send us a DM with more details about what is going on with your Mac. https://t.co/GDrqU22YpT,auto_labeled,device_hardware_accessory,True,angry/frustrated,device_hardware_accessory,True,117,2,dm_escalation
gold_0131,2850907,"I’ve found my Apple ID is locked for unknown security issue. I’m abroad and can’t receive SMS which is required for unlock ID. I’m stuck.

@AppleSupport @115858",,@792707 Let's reach out to our Account Security team for help with this issue. https://t.co/p9bPZEcl5d,auto_labeled,apple_id_account,False,,apple_id_account,False,160,3,low_quality
gold_0132,2300417,Sooo when is @115858 going to fix this I️ situation ?,,"@667676 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: https://t.co/4f8hwT5to6",auto_labeled,software_update_problems,False,,software_update_problems,False,53,2,actionable
gold_0133,2081696,@AppleSupport sometimes my screen will loss sense of touch after installing iOS 11 do something https://t.co/v2lXnpGXcf,,@560359 We can definitely take a look at this with you. Let us know what type of iPhone you're using via DM. https://t.co/GDrqU22YpT,auto_labeled,device_hardware_accessory,False,,device_hardware_accessory,False,119,2,dm_escalation
gold_0134,2110017,PLEASE #HELP? #AppleiOS11 HOW to #UNDO #iOS11? #UNSTABLE: #apps snap shut #iTunes music disappears #battery #BAD @115858 @115948 #iPhone7,,@622482 Thanks for reaching out. Are you an Apple Music subscriber? Let us know in a DM using the link below. https://t.co/GDrqU22YpT,auto_labeled,battery_charging_power,False,,battery_charging_power,False,137,2,dm_escalation
gold_0135,2526308,"@115858 It’s just not going to happen, but thanks for pointing out my failure. #AppleWatch https://t.co/Mp3DD0KpOI",,@719333 Let's help take a closer look into this. DM us the version of watchOS you're using and we can go from there together. https://t.co/GDrqU22YpT,auto_labeled,device_hardware_accessory,False,,device_hardware_accessory,False,114,2,dm_escalation
gold_0136,2412438,@AppleSupport MY PHONE IS FUCKING UP BAD SO I NEED A NEW PHONE OR SOMETHING🗣🗣🗣🗣🗣,,@693541 We want you to have a good experience with your iPhone. Let us know what's going on with it.,auto_labeled,app_store_problems,True,angry/frustrated,app_store_problems,True,80,8,low_quality
gold_0137,31905,"@AppleSupport I updated to 11.1, and so far it works flawlessly!  Thanks for the new update!",,@123050 You're welcome.,auto_labeled,app_store_problems,False,,app_store_problems,False,92,4,low_quality
gold_0138,1645955,Phone is basically broken - guess I'll be giving more of my money to @115858 for a new one 😶,,@502937 Let's work together to see if we can help fix it. Can you DM us what you are experiencing? https://t.co/GDrqU22YpT,auto_labeled,payments_purchases_billing,False,,payments_purchases_billing,False,92,2,dm_escalation
gold_0139,505175,@AppleSupport my apple music wont let me download songs or save songs to my account!!! pls help,,"@235822 Let's see how we can help get you back to enjoying your tunes. What's happening when you try downloading songs to your Apple Music Library, or downloading for offline play? Any specific errors?",auto_labeled,apple_id_account,True,angry/frustrated,apple_id_account,True,95,8,next_step
gold_0140,680539,@AppleSupport please fix #iOS11 #bug : every time I update an app it reappears as a iMessage app &amp; I have to disable each time #annoying,,@282382 We want to look into this with you. Can you tell us which version of iOS 11 you have?,auto_labeled,connectivity_network_services,False,,connectivity_network_services,False,140,5,actionable
gold_0141,2072197,"@AppleSupport iOS 11 the worst iOS so far, lots of problems with, touch ID doesn’t work, really slow, glitchy, Siri doesn’t work fine...",,@612886 We're happy to work with you to sort out these issues. Please DM us which iOS 11 version you have installed to get started. https://t.co/GDrqU22YpT,auto_labeled,device_hardware_accessory,True,angry/frustrated,device_hardware_accessory,True,136,2,next_step
gold_0142,31915,"Hey @115858 can you stop focusing on adding more emojis in updates, and start focusing on how to fix my phone’s battery?",,@123054 Battery life is surely important to us &amp; we'll do all we can to help. Which iPhone model &amp; what iOS version is installed?,auto_labeled,battery_charging_power,False,,battery_charging_power,False,120,2,next_step
gold_0143,1146014,"@AppleSupport hello, team! I have reset my phone and restored it from iCloud backup but all my music in Apple Music is gone, except for the purchases made from iTunes Store before Apple Music. How do I fix it? iPhone SE 16, iOS 11.0.3",,@173606 We understand how important your Apple Music is! Let's take a look at the issue together in DM. https://t.co/GDrqU22YpT,auto_labeled,payments_purchases_billing,False,,payments_purchases_billing,False,234,2,acknowledgement_only
gold_0144,2127297,I swear to god @115858 fix this ASAP,,"@618659 Since it's not working all the time, we'd like to take a closer look. DM us which device you're using. https://t.co/GDrqU22YpT",auto_labeled,software_update_problems,False,,software_update_problems,False,36,2,dm_escalation
gold_0145,2708480,So why can’t i add learn ya by @102349 to my library on iTunes 🤔 @115948 @AppleSupport,,@760584 We'd like to look into this with you. Is this an album that you purchased?,auto_labeled,app_store_problems,False,,app_store_problems,False,86,6,actionable
gold_0146,1679265,What he said! I️ so annoyed! @115858 ... damnit! https://t.co/TzfrPcdu04,,@510707 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,auto_labeled,general_support_other,True,angry/frustrated,general_support_other,True,72,2,actionable
gold_0147,1589355,@AppleSupport hey...i can't open Viber and messenger on my iPhone 5. https://t.co/iYHR82Rw5Y,,@488724 Thanks for bringing this to our attention. Have you tried any steps such as restarting your phone?,auto_labeled,app_store_problems,False,,app_store_problems,False,92,5,low_quality
gold_0148,2138297,Only .@115858 would have all the resources and technology in the world and still not be able to fix I 🙄,,@628930 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,auto_labeled,software_update_problems,True,repeated,software_update_problems,True,103,2,actionable
gold_0149,2526352,@115858 my phone is shit now 🙃,,@188493 We'd be happy to help with any issues you're having. Could you please send us a DM with some details so we can take a look? https://t.co/GDrqU22YpT,auto_labeled,general_support_other,True,angry/frustrated,general_support_other,True,30,2,dm_escalation
gold_0150,602393,"Winter, the time of year when fraking Touch ID Stops working @AppleSupport https://t.co/9eFO3uS40u",,"@262992 Thank you for reaching out about Touch ID. To help us better understand the behavior that you're experiencing, we'd like to learn more about which device you use Touch ID with, what OS version that device has installed, and what specific symptoms you're encountering.",auto_labeled,device_hardware_accessory,False,,device_hardware_accessory,False,98,2,low_quality
gold_0151,265653,hey @AppleSupport how come after removing a sticker from my MacBook Pro there is a stain that won’t come out? https://t.co/0dVpmhHKYD,,@179287 We certainly want to take a look into this further. Select the following link to join us in a DM and we'll continue there. https://t.co/GDrqU22YpT,auto_labeled,device_hardware_accessory,False,,device_hardware_accessory,False,133,3,dm_escalation
gold_0152,1279936,@AppleSupport does the Apple Store app support Apple Pay as a payment method in New Zealand?,,"@419480 Greetings! For a list of payment methods that can be used in App Store, click here: https://t.co/rRJbvIhA9f",auto_labeled,payments_purchases_billing,False,,payments_purchases_billing,False,92,2,actionable
gold_0153,2689549,Iphone iOS 11.1.1 is horrible. Battery runs flat in 4 hours @AppleSupport Crappy software and seriously dissapointing!!!!  What's the solution you are offering???????  #notahappycustomer,,@756158 Let's figure out why this is happening together. Send us a DM by clicking on the link below. We'll continue there. https://t.co/GDrqU22YpT,auto_labeled,battery_charging_power,True,angry/frustrated,battery_charging_power,True,186,2,actionable
gold_0154,2402102,@AppleSupport @115858 when are you going to fix the issue with the camera roll order that has happened since iOS 11? This has now happened on my phone and I’m not impressed! Please advise https://t.co/iAxq42srjC,,@142193 We want to make sure you get to the right place for help with this. Reach out to our Photos experts here: https://t.co/IBIY3vMgPj,auto_labeled,app_store_problems,False,,app_store_problems,False,211,2,low_quality
gold_0155,560462,@AppleSupport I'm downloading 11.2 - is that going to fix my touchscreen that is completely unreliable - ie not working 90% of the time - since the last update?,,"@251112 We're here to help. Let's go ahead and install the latest update. Feel free to reach out after updating if you continue to experience problems with your touchscreen, and we’ll be glad to go from there.",auto_labeled,device_hardware_accessory,False,,device_hardware_accessory,False,160,6,next_step
gold_0156,2833097,@115858 @AppleSupport WHY does my phone vibrate even when i don’t have any kind of notification? Got me thinking someone actually texted me but nooo my phone is just randomly vibrating 🤷🏾‍♀️,,"@788713 Thanks for bringing this behavior to our attention. Let’s work together to get this addressed. To clarify, how long has this been happening? Also, approximately how often does it happen? Which iPhone are you using?",auto_labeled,app_store_problems,False,,app_store_problems,False,190,6,actionable
gold_0157,2004981,"@115858 we tired of “I.T” and we tired of these boxes replacing “I️”... can you fix this shit already pls &amp; thank u. 

- Apple users",,@592902 We can help you out. Take a gander at the following article and DM us with any questions. Thanks. https://t.co/xXaXefaskH https://t.co/GDrqU2kzhr,auto_labeled,app_store_problems,True,angry/frustrated,app_store_problems,True,136,2,actionable
gold_0158,1037081,control center flow for wifi/bt is abysmal @AppleSupport. unsure if force touch enables full on/off toggling but terrible UX on iPh6 + lower,,@365335 We'd love to help with your Bluetooth! Check out this article on how to turn Bluetooth off: https://t.co/G7BHuQnDS6,auto_labeled,connectivity_network_services,True,angry/frustrated,connectivity_network_services,True,140,4,none
gold_0159,508245,"@AppleSupport I'm trying to setup a 5c to use as a work phone. I made a new apple id for work. I need 2 free apps but I cant get setup in the store. Keeps telling me ""For Assistance, contact itunes support at https://t.co/RHM5LV2ttB"" HELP!",,"@236694 Hello. Were you able to sign in to other services (like iCloud, Music, etc) using the new Apple ID on the iPhone 5C? If yes, then your best place for help will be our iTunes Support team. You can reach them directly here: https://t.co/SDIe7UiyJN If no, please DM: https://t.co/GDrqU22YpT",auto_labeled,apple_id_account,True,repeated,apple_id_account,True,239,2,low_quality
gold_0160,322661,"@115858, nothing screams more #fail than this...looking to move my 2TB #icloud sub to @82786 for reliable cloud storage #iphone https://t.co/zKR5YE4PCa",,@192857 We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT,auto_labeled,apple_id_account,False,,apple_id_account,False,151,2,low_quality
gold_0161,2065266,@AppleSupport people album in Photos App is not working. Doesnt scans the faces,,@610744 We'd be happy to look into this with you more in detail.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,auto_labeled,app_store_problems,False,,app_store_problems,False,79,2,next_step
gold_0162,2890748,"Hi @AppleSupport 
Need help... New iphone and need to pair my Apple watch, do I really need to re-set and loose all my settings/media etc from my watch? ⌚️📲",,@801412 We'd be happy to help. Did you unpair the Apple Watch from your previous iPhone? Were you able to restore the backup of that iPhone to your new iPhone?,auto_labeled,device_hardware_accessory,False,,device_hardware_accessory,False,156,2,actionable
gold_0163,2138927,@AppleSupport I updated my phone and iPad to IOS 11.1 and even after a total restart they are SO slow! Wasn’t like this before I updated?!,,@629078 We'd like to look into this with you! Join us in DM with more details and how long ago you updated both devices. https://t.co/GDrqU22YpT,auto_labeled,device_hardware_accessory,False,,device_hardware_accessory,False,138,2,actionable
gold_0164,2065290,Stab in the dark that part of the iOS11 battery drain is my phone trying to decide if I’m walking or driving to join networks @AppleSupport,,@248342 We have options you can use to maximize your battery life here.  https://t.co/TpjqFp3jxD Please DM any questions you have. https://t.co/GDrqU22YpT,auto_labeled,battery_charging_power,False,,battery_charging_power,False,139,2,low_quality
gold_0165,1769138,Alguien dígame cómo quito el estúpido nuevo sistema operativo del #IPhone 😡 @115858 @AppleSupport #iOS,,@531892 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3w3RGR or join https://t.co/OczyRxpjG0,auto_labeled,app_store_problems,False,,app_store_problems,False,102,3,low_quality
gold_0166,2283911,"@116333 horrible sales support of your team in India, can it be resolved ?",,@663719 We'd like to hear more about what happened. Meet us in DM and we will gather some information there. https://t.co/GDrqU22YpT,auto_labeled,general_support_other,False,,general_support_other,False,74,4,low_quality
gold_0167,2147741,"@631293 @AppleSupport I️t would seem that it is a very difficult problem to fix. 

This is the worst bug I’ve ever experienced in iOS.",,@542067 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,auto_labeled,app_store_problems,True,angry/frustrated,app_store_problems,True,134,3,actionable
gold_0168,1539334,"@477150 @115858 seriously, i go for a 30 min run and it goes from 100 to 70? wtf :(",,@474701 We want to look in to this with you and make sure you're battery life is what you expect. Which device is this on? https://t.co/GDrqU22YpT,auto_labeled,general_support_other,True,angry/frustrated,general_support_other,True,83,4,low_quality
gold_0169,587013,It’s 0700 and my phone has already started this bullshit @115858.  Restart x 1. Get it together. @AppleSupport,,"@258638 If you're having troubles with your phone restarting on its own, we can help. 

Please try the steps listed on the following page, and let us know how it goes: https://t.co/osZOKKTalm",auto_labeled,app_store_problems,True,angry/frustrated,app_store_problems,True,110,2,actionable
gold_0170,1754088,@AppleSupport @115858 PLEASE fix this glitch with I,,@528324 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,auto_labeled,app_store_problems,False,,app_store_problems,False,51,2,actionable
gold_0171,1194556,@AppleSupport can you send me a new iPhone 7 cuz I’ve had to restart my phone 10 times the past hour 🤗 thanks,,@400686 We're happy to help. What is happening with your iPhone 7? Let us know to continue.,auto_labeled,app_store_problems,False,,app_store_problems,False,109,6,low_quality
gold_0172,2449505,FIX. THE. FUCKING. I. @115858 https://t.co/hvyLUDqrOs,,"@702057 iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/ui8Itz8ESg",auto_labeled,software_update_problems,True,angry/frustrated,software_update_problems,True,53,2,actionable
gold_0173,1769284,WAIT THOUGH ME WASNT TYPING I️ YESTERDAY AND ME UPDATED 4 DAYS AGO. @AppleSupport FIX THIS SO ME CAN STOP TALKING LIKE COOKIE MONSTER,,@527671 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,auto_labeled,app_store_problems,True,angry/frustrated,app_store_problems,True,133,3,actionable
gold_0174,1828496,@115858 WTF ?? #Iphone7 #IOS11 https://t.co/Rusv4SMuP1,,@548749 We'd be happy to help. Please DM us with additional details about the issue you're experiencing and we'll go from there. https://t.co/GDrqU22YpT,auto_labeled,software_update_problems,True,angry/frustrated,software_update_problems,True,54,2,dm_escalation
gold_0175,1633057,Hey @AppleSupport I’m having the same problem. Update the OS with a bug fix? https://t.co/sHbhTmjW8S,,@499668 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help.,auto_labeled,app_store_problems,False,,app_store_problems,False,100,2,dm_escalation
gold_0176,2202131,@AppleSupport with iOS 11 is it normal when listening music on airplay pause the streaming when the screen is locked or turned off?,,@643970 We'll help. Does music stop only if you manually lock the screen or does it also stop if the screen self-locks after a set time?,auto_labeled,apple_id_account,False,,apple_id_account,False,131,5,low_quality
gold_0177,1472790,@115858 @AppleSupport the “I” on my keyboard is autocorrecting to a weird A + symbol of ? in a box. #help #iPhone #respond #feelinghacked,,@461858 Tell us when you first encountered this behavior in DM. We're here for you! https://t.co/GDrqU22YpT,auto_labeled,app_store_problems,True,security,app_store_problems,True,137,2,low_quality
gold_0178,2754786,#iPhoneX froze and kept on rebooting ! @115858 Plz fix this !!,,@338825 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,auto_labeled,software_update_problems,False,,software_update_problems,False,62,2,acknowledgement_only
gold_0179,2284112,@115858 y’all need to fix this update before I️ get a android,,@663775 We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT,auto_labeled,software_update_problems,False,,software_update_problems,False,61,2,low_quality
gold_0180,1581424,@116333 This iOS bug is outrageous,,@486835 Perhaps we can help. DM any issues you may be experiencing. We'll work with you from there. https://t.co/GDrqU22YpT,auto_labeled,software_update_problems,False,,software_update_problems,False,34,2,low_quality
